product_id,gamein_customer_id,week,amount
42,1,90,4459
42,1,91,4339
42,1,92,4837
42,1,93,4515
42,1,94,4656
42,1,95,4212
42,1,96,5211
42,1,97,5178
42,1,98,4320
42,1,99,5537
42,1,100,5998
46,1,1,360
46,1,2,547
46,1,3,471
46,1,4,481
46,1,5,523
46,1,6,411
46,1,7,511
46,1,8,531
46,1,9,484
46,1,10,475
46,1,11,440
46,1,12,558
46,1,13,499
46,1,14,429
46,1,15,438
46,1,16,562
46,1,17,531
46,1,18,523
46,1,19,557
46,1,20,500
46,1,21,502
46,1,22,511
46,1,23,428
46,1,24,540
46,1,25,543
46,1,26,536
46,1,27,609
46,1,28,438
46,1,29,508
46,1,30,525
46,1,31,482
46,1,32,417
46,1,33,600
46,1,34,507
46,1,35,433
46,1,36,430
46,1,37,513
46,1,38,463
46,1,39,479
46,1,40,560
46,1,41,506
46,1,42,493
46,1,43,455
46,1,44,555
46,1,45,392
46,1,46,547
46,1,47,516
46,1,48,583
46,1,49,424
46,1,50,451
46,1,51,561
46,1,52,447
46,1,53,431
46,1,54,518
46,1,55,560
46,1,56,557
46,1,57,549
46,1,58,476
46,1,59,549
46,1,60,525
46,1,61,499
46,1,62,525
46,1,63,542
46,1,64,481
46,1,65,504
46,1,66,504
46,1,67,459
46,1,68,537
46,1,69,383
46,1,70,552
46,1,71,444
46,1,72,573
46,1,73,574
46,1,74,466
46,1,75,482
46,1,76,464
46,1,77,477
46,1,78,491
46,1,79,593
46,1,80,484
46,1,81,537
46,1,82,447
46,1,83,513
46,1,84,458
46,1,85,570
46,1,86,487
46,1,87,383
46,1,88,522
46,1,89,534
46,1,90,446
46,1,91,434
46,1,92,484
46,1,93,451
46,1,94,466
46,1,95,421
46,1,96,521
46,1,97,518
46,1,98,432
46,1,99,554
46,1,100,600
47,1,1,1080
47,1,2,1642
47,1,3,1413
47,1,4,1444
47,1,5,1569
47,1,6,1233
47,1,7,1532
47,1,8,1594
47,1,9,1452
47,1,10,1425
47,1,11,1320
47,1,12,1674
47,1,13,1498
47,1,14,1287
47,1,15,1315
47,1,16,1687
47,1,17,1592
47,1,18,1568
47,1,19,1672
47,1,20,1500
47,1,21,1507
47,1,22,1533
47,1,23,1285
47,1,24,1620
47,1,25,1628
47,1,26,1608
47,1,27,1827
47,1,28,1314
47,1,29,1525
47,1,30,1576
47,1,31,1445
47,1,32,1251
47,1,33,1801
47,1,34,1521
47,1,35,1300
47,1,36,1291
47,1,37,1538
47,1,38,1389
47,1,39,1437
47,1,40,1679
47,1,41,1518
47,1,42,1479
47,1,43,1366
47,1,44,1665
47,1,45,1176
47,1,46,1641
47,1,47,1548
47,1,48,1749
47,1,49,1272
47,1,50,1353
47,1,51,1683
47,1,52,1342
47,1,53,1293
47,1,54,1553
47,1,55,1680
47,1,56,1671
47,1,57,1647
47,1,58,1428
47,1,59,1647
47,1,60,1574
47,1,61,1496
47,1,62,1574
47,1,63,1625
47,1,64,1442
47,1,65,1512
47,1,66,1511
47,1,67,1378
47,1,68,1610
47,1,69,1149
47,1,70,1655
47,1,71,1333
47,1,72,1720
47,1,73,1723
47,1,74,1398
47,1,75,1446
47,1,76,1391
47,1,77,1430
47,1,78,1472
47,1,79,1778
47,1,80,1451
47,1,81,1612
47,1,82,1340
47,1,83,1538
47,1,84,1374
47,1,85,1709
47,1,86,1461
47,1,87,1148
47,1,88,1567
47,1,89,1602
47,1,90,1338
47,1,91,1302
47,1,92,1451
47,1,93,1354
47,1,94,1397
47,1,95,1264
47,1,96,1563
47,1,97,1553
47,1,98,1296
47,1,99,1661
47,1,100,1799
58,1,1,360
58,1,2,547
58,1,3,471
58,1,4,481
58,1,5,523
58,1,6,411
58,1,7,511
58,1,8,531
58,1,9,484
58,1,10,475
58,1,11,440
58,1,12,558
58,1,13,499
58,1,14,429
58,1,15,438
58,1,16,562
58,1,17,531
58,1,18,523
58,1,19,557
58,1,20,500
58,1,21,502
58,1,22,511
58,1,23,428
58,1,24,540
58,1,25,543
58,1,26,536
58,1,27,609
58,1,28,438
58,1,29,508
58,1,30,525
58,1,31,482
58,1,32,417
58,1,33,600
58,1,34,507
58,1,35,433
58,1,36,430
58,1,37,513
58,1,38,463
58,1,39,479
58,1,40,560
58,1,41,506
58,1,42,493
58,1,43,455
58,1,44,555
58,1,45,392
58,1,46,547
58,1,47,516
58,1,48,583
58,1,49,424
58,1,50,451
58,1,51,561
58,1,52,447
58,1,53,431
58,1,54,518
58,1,55,560
58,1,56,557
58,1,57,549
58,1,58,476
58,1,59,549
58,1,60,525
58,1,61,499
58,1,62,525
58,1,63,542
58,1,64,481
58,1,65,504
58,1,66,504
58,1,67,459
58,1,68,537
58,1,69,383
58,1,70,552
58,1,71,444
58,1,72,573
58,1,73,574
58,1,74,466
58,1,75,482
58,1,76,464
58,1,77,477
58,1,78,491
58,1,79,593
58,1,80,484
58,1,81,537
58,1,82,447
58,1,83,513
58,1,84,458
58,1,85,570
58,1,86,487
58,1,87,383
58,1,88,522
58,1,89,534
58,1,90,446
58,1,91,434
58,1,92,484
58,1,93,451
58,1,94,466
58,1,95,421
58,1,96,521
58,1,97,518
58,1,98,432
58,1,99,554
58,1,100,600
52,1,1,1080
52,1,2,1642
52,1,3,1413
52,1,4,1444
52,1,5,1569
52,1,6,1233
52,1,7,1532
52,1,8,1594
52,1,9,1452
52,1,10,1425
52,1,11,1320
52,1,12,1674
52,1,13,1498
52,1,14,1287
52,1,15,1315
52,1,16,1687
52,1,17,1592
52,1,18,1568
52,1,19,1672
52,1,20,1500
52,1,21,1507
52,1,22,1533
52,1,23,1285
52,1,24,1620
52,1,25,1628
52,1,26,1608
52,1,27,1827
52,1,28,1314
52,1,29,1525
52,1,30,1576
52,1,31,1445
52,1,32,1251
52,1,33,1801
52,1,34,1521
52,1,35,1300
52,1,36,1291
52,1,37,1538
52,1,38,1389
52,1,39,1437
52,1,40,1679
52,1,41,1518
52,1,42,1479
52,1,43,1366
52,1,44,1665
52,1,45,1176
52,1,46,1641
52,1,47,1548
52,1,48,1749
52,1,49,1272
52,1,50,1353
52,1,51,1683
52,1,52,1342
52,1,53,1293
52,1,54,1553
52,1,55,1680
52,1,56,1671
52,1,57,1647
52,1,58,1428
52,1,59,1647
52,1,60,1574
52,1,61,1496
52,1,62,1574
52,1,63,1625
52,1,64,1442
52,1,65,1512
52,1,66,1511
52,1,67,1378
52,1,68,1610
52,1,69,1149
52,1,70,1655
52,1,71,1333
52,1,72,1720
52,1,73,1723
52,1,74,1398
52,1,75,1446
52,1,76,1391
52,1,77,1430
52,1,78,1472
52,1,79,1778
52,1,80,1451
52,1,81,1612
52,1,82,1340
52,1,83,1538
52,1,84,1374
52,1,85,1709
52,1,86,1461
52,1,87,1148
52,1,88,1567
52,1,89,1602
52,1,90,1338
52,1,91,1302
52,1,92,1451
52,1,93,1354
52,1,94,1397
52,1,95,1264
52,1,96,1563
52,1,97,1553
52,1,98,1296
52,1,99,1661
52,1,100,1799
61,1,1,720
61,1,2,1095
61,1,3,942
61,1,4,963
61,1,5,1046
61,1,6,822
61,1,7,1021
61,1,8,1063
61,1,9,968
61,1,10,950
61,1,11,880
61,1,12,1116
61,1,13,998
61,1,14,858
61,1,15,876
61,1,16,1125
61,1,17,1062
61,1,18,1045
61,1,19,1114
61,1,20,1000
61,1,21,1004
61,1,22,1022
61,1,23,857
61,1,24,1080
61,1,25,1085
61,1,26,1072
61,1,27,1218
61,1,28,876
61,1,29,1017
61,1,30,1051
61,1,31,963
61,1,32,834
61,1,33,1201
61,1,34,1014
61,1,35,867
61,1,36,861
61,1,37,1025
61,1,38,926
61,1,39,958
61,1,40,1119
61,1,41,1012
61,1,42,986
61,1,43,911
61,1,44,1110
61,1,45,784
61,1,46,1094
61,1,47,1032
61,1,48,1166
61,1,49,848
61,1,50,902
61,1,51,1122
61,1,52,894
61,1,53,862
61,1,54,1035
61,1,55,1120
61,1,56,1114
61,1,57,1098
61,1,58,952
61,1,59,1098
61,1,60,1049
61,1,61,997
61,1,62,1049
61,1,63,1083
61,1,64,961
61,1,65,1008
61,1,66,1007
61,1,67,918
61,1,68,1074
61,1,69,766
61,1,70,1103
61,1,71,889
61,1,72,1146
61,1,73,1148
61,1,74,932
61,1,75,964
61,1,76,927
61,1,77,954
61,1,78,982
61,1,79,1185
61,1,80,968
61,1,81,1074
61,1,82,893
61,1,83,1026
61,1,84,916
61,1,85,1139
61,1,86,974
61,1,87,765
61,1,88,1044
61,1,89,1068
61,1,90,892
61,1,91,868
61,1,92,967
61,1,93,903
61,1,94,931
61,1,95,842
61,1,96,1042
61,1,97,1036
61,1,98,864
61,1,99,1107
61,1,100,1200
55,1,1,720
55,1,2,1095
55,1,3,942
55,1,4,963
55,1,5,1046
55,1,6,822
55,1,7,1021
55,1,8,1063
55,1,9,968
55,1,10,950
55,1,11,880
55,1,12,1116
55,1,13,998
55,1,14,858
55,1,15,876
55,1,16,1125
55,1,17,1062
55,1,18,1045
55,1,19,1114
55,1,20,1000
55,1,21,1004
55,1,22,1022
55,1,23,857
55,1,24,1080
55,1,25,1085
55,1,26,1072
55,1,27,1218
55,1,28,876
55,1,29,1017
55,1,30,1051
55,1,31,963
55,1,32,834
55,1,33,1201
55,1,34,1014
55,1,35,867
55,1,36,861
55,1,37,1025
55,1,38,926
55,1,39,958
55,1,40,1119
55,1,41,1012
55,1,42,986
55,1,43,911
55,1,44,1110
55,1,45,784
55,1,46,1094
55,1,47,1032
55,1,48,1166
55,1,49,848
55,1,50,902
55,1,51,1122
55,1,52,894
55,1,53,862
55,1,54,1035
55,1,55,1120
55,1,56,1114
55,1,57,1098
55,1,58,952
55,1,59,1098
55,1,60,1049
55,1,61,997
55,1,62,1049
55,1,63,1083
55,1,64,961
55,1,65,1008
55,1,66,1007
55,1,67,918
55,1,68,1074
55,1,69,766
55,1,70,1103
55,1,71,889
55,1,72,1146
55,1,73,1148
55,1,74,932
55,1,75,964
55,1,76,927
55,1,77,954
55,1,78,982
55,1,79,1185
55,1,80,968
55,1,81,1074
55,1,82,893
55,1,83,1026
55,1,84,916
55,1,85,1139
55,1,86,974
55,1,87,765
55,1,88,1044
55,1,89,1068
55,1,90,892
55,1,91,868
55,1,92,967
55,1,93,903
55,1,94,931
55,1,95,842
55,1,96,1042
55,1,97,1036
55,1,98,864
55,1,99,1107
55,1,100,1200
64,1,1,720
64,1,2,1095
64,1,3,942
64,1,4,963
64,1,5,1046
64,1,6,822
64,1,7,1021
64,1,8,1063
64,1,9,968
64,1,10,950
64,1,11,880
64,1,12,1116
64,1,13,998
64,1,14,858
64,1,15,876
64,1,16,1125
64,1,17,1062
64,1,18,1045
64,1,19,1114
64,1,20,1000
64,1,21,1004
64,1,22,1022
64,1,23,857
64,1,24,1080
64,1,25,1085
64,1,26,1072
64,1,27,1218
64,1,28,876
64,1,29,1017
64,1,30,1051
64,1,31,963
64,1,32,834
64,1,33,1201
64,1,34,1014
64,1,35,867
64,1,36,861
64,1,37,1025
64,1,38,926
64,1,39,958
64,1,40,1119
64,1,41,1012
64,1,42,986
64,1,43,911
64,1,44,1110
64,1,45,784
64,1,46,1094
64,1,47,1032
64,1,48,1166
64,1,49,848
64,1,50,902
64,1,51,1122
64,1,52,894
64,1,53,862
64,1,54,1035
64,1,55,1120
64,1,56,1114
64,1,57,1098
64,1,58,952
64,1,59,1098
64,1,60,1049
64,1,61,997
64,1,62,1049
64,1,63,1083
64,1,64,961
64,1,65,1008
64,1,66,1007
64,1,67,918
64,1,68,1074
64,1,69,766
64,1,70,1103
64,1,71,889
64,1,72,1146
64,1,73,1148
64,1,74,932
64,1,75,964
64,1,76,927
64,1,77,954
64,1,78,982
64,1,79,1185
64,1,80,968
64,1,81,1074
64,1,82,893
64,1,83,1026
64,1,84,916
64,1,85,1139
64,1,86,974
64,1,87,765
64,1,88,1044
64,1,89,1068
64,1,90,892
64,1,91,868
64,1,92,967
64,1,93,903
64,1,94,931
64,1,95,842
64,1,96,1042
64,1,97,1036
64,1,98,864
64,1,99,1107
64,1,100,1200
40,2,1,1440
40,2,2,2189
40,2,3,1884
40,2,4,1926
40,2,5,2092
40,2,6,1644
40,2,7,2043
40,2,8,2125
40,2,9,1935
40,2,10,1899
40,2,11,1760
40,2,12,2231
40,2,13,1997
40,2,14,1716
40,2,15,1753
40,2,16,2249
40,2,17,2123
40,2,18,2090
40,2,19,2229
40,2,20,1999
40,2,21,2009
40,2,22,2044
40,2,23,1713
40,2,24,2160
40,2,25,2170
40,2,26,2145
40,2,27,2436
40,2,28,1752
40,2,29,2033
40,2,30,2102
40,2,31,1927
40,2,32,1668
40,2,33,2402
40,2,34,2028
40,2,35,1733
40,2,36,1722
40,2,37,2050
40,2,38,1852
40,2,39,1916
40,2,40,2238
40,2,41,2024
40,2,42,1972
40,2,43,1821
40,2,44,2219
40,2,45,1568
40,2,46,2188
40,2,47,2063
40,2,48,2333
40,2,49,1696
40,2,50,1804
40,2,51,2244
40,2,52,1789
40,2,53,1723
40,2,54,2070
40,2,55,2240
40,2,56,2228
40,2,57,2196
40,2,58,1904
40,2,59,2196
40,2,60,2099
40,2,61,1994
40,2,62,2098
40,2,63,2167
40,2,64,1923
40,2,65,2017
40,2,66,2014
40,2,67,1837
40,2,68,2147
40,2,69,1532
40,2,70,2206
40,2,71,1778
40,2,72,2293
40,2,73,2297
40,2,74,1864
40,2,75,1927
40,2,76,1855
40,2,77,1907
40,2,78,1963
40,2,79,2370
40,2,80,1935
40,2,81,2149
40,2,82,1786
40,2,83,2051
40,2,84,1832
40,2,85,2279
40,2,86,1948
40,2,87,1531
40,2,88,2089
40,2,89,2136
40,2,90,1784
40,2,91,1736
40,2,92,1935
40,2,93,1806
40,2,94,1862
40,2,95,1685
40,2,96,2084
40,2,97,2071
40,2,98,1728
40,2,99,2215
40,2,100,2399
41,2,1,720
41,2,2,1095
41,2,3,942
41,2,4,963
41,2,5,1046
41,2,6,822
41,2,7,1021
41,2,8,1063
41,2,9,968
41,2,10,950
41,2,11,880
41,2,12,1116
41,2,13,998
41,2,14,858
41,2,15,876
41,2,16,1125
41,2,17,1062
41,2,18,1045
41,2,19,1114
41,2,20,1000
41,2,21,1004
41,2,22,1022
41,2,23,857
41,2,24,1080
41,2,25,1085
41,2,26,1072
41,2,27,1218
41,2,28,876
41,2,29,1017
41,2,30,1051
41,2,31,963
41,2,32,834
41,2,33,1201
41,2,34,1014
41,2,35,867
41,2,36,861
41,2,37,1025
41,2,38,926
41,2,39,958
41,2,40,1119
41,2,41,1012
41,2,42,986
41,2,43,911
41,2,44,1110
41,2,45,784
41,2,46,1094
41,2,47,1032
41,2,48,1166
41,2,49,848
41,2,50,902
41,2,51,1122
41,2,52,894
41,2,53,862
41,2,54,1035
41,2,55,1120
41,2,56,1114
41,2,57,1098
41,2,58,952
41,2,59,1098
41,2,60,1049
41,2,61,997
41,2,62,1049
41,2,63,1083
41,2,64,961
41,2,65,1008
41,2,66,1007
41,2,67,918
41,2,68,1074
41,2,69,766
41,2,70,1103
41,2,71,889
41,2,72,1146
41,2,73,1148
41,2,74,932
41,2,75,964
41,2,76,927
41,2,77,954
41,2,78,982
41,2,79,1185
41,2,80,968
41,2,81,1074
41,2,82,893
41,2,83,1026
41,2,84,916
41,2,85,1139
41,2,86,974
41,2,87,765
41,2,88,1044
41,2,89,1068
41,2,90,892
41,2,91,868
41,2,92,967
41,2,93,903
41,2,94,931
41,2,95,842
41,2,96,1042
41,2,97,1036
41,2,98,864
41,2,99,1107
41,2,100,1200
42,2,1,3601
42,2,2,5473
42,2,3,4709
42,2,4,4815
42,2,5,5230
42,2,6,4111
42,2,7,5107
42,2,8,5313
42,2,9,4839
42,2,10,4748
42,2,11,4401
42,2,12,5579
42,2,13,4992
42,2,14,4290
42,2,15,4382
42,2,16,5623
42,2,17,5308
42,2,18,5226
42,2,19,5572
42,2,20,4999
42,2,21,5022
42,2,22,5110
42,2,23,4283
42,2,24,5399
42,2,25,5425
42,2,26,5362
42,2,27,6091
42,2,28,4380
42,2,29,5083
42,2,30,5254
42,2,31,4816
42,2,32,4171
42,2,33,6004
42,2,34,5070
42,2,35,4333
42,2,36,4305
42,2,37,5125
42,2,38,4631
42,2,39,4789
42,2,40,5596
42,2,41,5059
42,2,42,4930
42,2,43,4553
42,2,44,5549
42,2,45,3921
42,2,46,5470
42,2,47,5158
42,2,48,5832
42,2,49,4240
42,2,50,4511
42,2,51,5609
42,2,52,4472
42,2,53,4309
42,2,54,5176
42,2,55,5601
42,2,56,5569
42,2,57,5489
42,2,58,4759
42,2,59,5491
42,2,60,5247
42,2,61,4985
42,2,62,5246
42,2,63,5416
42,2,64,4807
42,2,65,5042
42,2,66,5036
42,2,67,4592
42,2,68,5368
42,2,69,3831
42,2,70,5515
42,2,71,4445
42,2,72,5732
42,2,73,5742
42,2,74,4660
42,2,75,4818
42,2,76,4636
42,2,77,4768
42,2,78,4908
42,2,79,5926
42,2,80,4838
42,2,81,5372
42,2,82,4466
42,2,83,5128
42,2,84,4580
42,2,85,5697
42,2,86,4871
42,2,87,3826
42,2,88,5222
42,2,89,5341
42,2,90,4459
42,2,91,4339
42,2,92,4837
42,2,93,4515
42,2,94,4656
42,2,95,4212
42,2,96,5211
42,2,97,5178
42,2,98,4320
42,2,99,5537
42,2,100,5998
46,2,1,360
46,2,2,547
46,2,3,471
46,2,4,481
46,2,5,523
46,2,6,411
46,2,7,511
46,2,8,531
46,2,9,484
46,2,10,475
46,2,11,440
46,2,12,558
46,2,13,499
46,2,14,429
46,2,15,438
46,2,16,562
46,2,17,531
46,2,18,523
46,2,19,557
46,2,20,500
46,2,21,502
46,2,22,511
46,2,23,428
46,2,24,540
46,2,25,543
46,2,26,536
46,2,27,609
46,2,28,438
46,2,29,508
46,2,30,525
46,2,31,482
46,2,32,417
46,2,33,600
46,2,34,507
46,2,35,433
46,2,36,430
46,2,37,513
46,2,38,463
46,2,39,479
46,2,40,560
46,2,41,506
46,2,42,493
46,2,43,455
46,2,44,555
46,2,45,392
46,2,46,547
46,2,47,516
46,2,48,583
46,2,49,424
46,2,50,451
46,2,51,561
46,2,52,447
46,2,53,431
46,2,54,518
46,2,55,560
46,2,56,557
46,2,57,549
46,2,58,476
46,2,59,549
46,2,60,525
46,2,61,499
46,2,62,525
46,2,63,542
46,2,64,481
46,2,65,504
46,2,66,504
46,2,67,459
46,2,68,537
46,2,69,383
46,2,70,552
46,2,71,444
46,2,72,573
46,2,73,574
46,2,74,466
46,2,75,482
46,2,76,464
46,2,77,477
46,2,78,491
46,2,79,593
46,2,80,484
46,2,81,537
46,2,82,447
46,2,83,513
46,2,84,458
46,2,85,570
46,2,86,487
46,2,87,383
46,2,88,522
46,2,89,534
46,2,90,446
46,2,91,434
46,2,92,484
46,2,93,451
46,2,94,466
46,2,95,421
46,2,96,521
46,2,97,518
46,2,98,432
46,2,99,554
46,2,100,600
47,2,1,1080
47,2,2,1642
47,2,3,1413
47,2,4,1444
47,2,5,1569
47,2,6,1233
47,2,7,1532
47,2,8,1594
47,2,9,1452
47,2,10,1425
47,2,11,1320
47,2,12,1674
47,2,13,1498
47,2,14,1287
47,2,15,1315
47,2,16,1687
47,2,17,1592
47,2,18,1568
47,2,19,1672
47,2,20,1500
47,2,21,1507
47,2,22,1533
47,2,23,1285
47,2,24,1620
47,2,25,1628
47,2,26,1608
47,2,27,1827
47,2,28,1314
47,2,29,1525
47,2,30,1576
47,2,31,1445
47,2,32,1251
47,2,33,1801
47,2,34,1521
47,2,35,1300
47,2,36,1291
47,2,37,1538
47,2,38,1389
47,2,39,1437
47,2,40,1679
47,2,41,1518
47,2,42,1479
47,2,43,1366
47,2,44,1665
47,2,45,1176
47,2,46,1641
47,2,47,1548
47,2,48,1749
47,2,49,1272
47,2,50,1353
47,2,51,1683
47,2,52,1342
47,2,53,1293
47,2,54,1553
47,2,55,1680
47,2,56,1671
47,2,57,1647
47,2,58,1428
47,2,59,1647
47,2,60,1574
47,2,61,1496
47,2,62,1574
47,2,63,1625
47,2,64,1442
47,2,65,1512
47,2,66,1511
47,2,67,1378
47,2,68,1610
47,2,69,1149
47,2,70,1655
47,2,71,1333
47,2,72,1720
47,2,73,1723
47,2,74,1398
47,2,75,1446
47,2,76,1391
47,2,77,1430
47,2,78,1472
47,2,79,1778
47,2,80,1451
47,2,81,1612
47,2,82,1340
47,2,83,1538
47,2,84,1374
47,2,85,1709
47,2,86,1461
47,2,87,1148
47,2,88,1567
47,2,89,1602
47,2,90,1338
47,2,91,1302
47,2,92,1451
47,2,93,1354
47,2,94,1397
47,2,95,1264
47,2,96,1563
47,2,97,1553
47,2,98,1296
47,2,99,1661
47,2,100,1799
58,2,1,360
58,2,2,547
58,2,3,471
58,2,4,481
58,2,5,523
58,2,6,411
58,2,7,511
58,2,8,531
58,2,9,484
58,2,10,475
58,2,11,440
58,2,12,558
58,2,13,499
58,2,14,429
58,2,15,438
58,2,16,562
58,2,17,531
58,2,18,523
58,2,19,557
58,2,20,500
58,2,21,502
58,2,22,511
58,2,23,428
58,2,24,540
58,2,25,543
58,2,26,536
58,2,27,609
58,2,28,438
58,2,29,508
58,2,30,525
58,2,31,482
58,2,32,417
58,2,33,600
58,2,34,507
58,2,35,433
58,2,36,430
58,2,37,513
58,2,38,463
58,2,39,479
58,2,40,560
58,2,41,506
58,2,42,493
58,2,43,455
58,2,44,555
58,2,45,392
58,2,46,547
58,2,47,516
58,2,48,583
58,2,49,424
58,2,50,451
58,2,51,561
58,2,52,447
58,2,53,431
58,2,54,518
58,2,55,560
58,2,56,557
58,2,57,549
58,2,58,476
58,2,59,549
58,2,60,525
58,2,61,499
58,2,62,525
58,2,63,542
58,2,64,481
58,2,65,504
58,2,66,504
58,2,67,459
58,2,68,537
58,2,69,383
58,2,70,552
58,2,71,444
58,2,72,573
58,2,73,574
58,2,74,466
58,2,75,482
58,2,76,464
58,2,77,477
58,2,78,491
58,2,79,593
58,2,80,484
58,2,81,537
58,2,82,447
58,2,83,513
58,2,84,458
58,2,85,570
58,2,86,487
58,2,87,383
58,2,88,522
58,2,89,534
58,2,90,446
58,2,91,434
58,2,92,484
58,2,93,451
58,2,94,466
58,2,95,421
58,2,96,521
58,2,97,518
58,2,98,432
58,2,99,554
58,2,100,600
52,2,1,1080
52,2,2,1642
52,2,3,1413
52,2,4,1444
52,2,5,1569
52,2,6,1233
52,2,7,1532
52,2,8,1594
52,2,9,1452
52,2,10,1425
52,2,11,1320
52,2,12,1674
52,2,13,1498
52,2,14,1287
52,2,15,1315
52,2,16,1687
52,2,17,1592
52,2,18,1568
52,2,19,1672
52,2,20,1500
52,2,21,1507
52,2,22,1533
